ID,Acción,Tiempo_estimado_min,Requiere_insumo,Prioridad,Acción_previa
2590,Pintar,12,No,Media,Instalar ruedas
2591,Control de calidad,12,No,Baja,Pintar
2592,Control de calidad,46,No,Baja,Ajuste frenos
2593,Ajuste frenos,12,Sí,Baja,Instalar ruedas
2594,Ensamblar marco,20,No,Alta,Pintar
2595,Pintar,45,Sí,Alta,Pintar
2596,Pintar,16,No,Baja,Ajuste frenos
2597,Ajuste frenos,10,Sí,Baja,Pintar
2598,Ensamblar marco,42,Sí,Media,Pintar
2599,Ajuste frenos,22,Sí,Alta,Pintar
2600,Control de calidad,51,Sí,Baja,Ensamblar marco
2601,Ensamblar marco,52,No,Media,Pintar
2602,Instalar ruedas,13,No,Baja,Instalar ruedas
2603,Control de calidad,19,Sí,Alta,Ensamblar marco
2604,Control de calidad,52,No,Media,Instalar ruedas
2605,Pintar,37,No,Baja,Instalar ruedas
2606,Instalar ruedas,55,No,Baja,Control de calidad
2607,Ajuste frenos,41,Sí,Media,Ajuste frenos
2608,Ajuste frenos,52,No,Media,Pintar
2609,Ensamblar marco,13,No,Media,Control de calidad
2610,Control de calidad,41,No,Media,Pintar
2611,Pintar,51,No,Media,Pintar
2612,Instalar ruedas,16,No,Baja,Control de calidad
2613,Pintar,57,Sí,Alta,Instalar ruedas
2614,Pintar,31,Sí,Baja,Control de calidad
2615,Ensamblar marco,22,Sí,Alta,Ensamblar marco
2616,Pintar,15,Sí,Media,Pintar
2617,Pintar,12,Sí,Media,Ajuste frenos
2618,Ensamblar marco,37,Sí,Media,Control de calidad
2619,Ensamblar marco,30,No,Baja,Instalar ruedas
2620,Control de calidad,45,No,Alta,Pintar
2621,Control de calidad,25,Sí,Baja,Ensamblar marco
2622,Ajuste frenos,40,No,Baja,Ajuste frenos
2623,Ensamblar marco,49,No,Media,Ensamblar marco
2624,Ajuste frenos,51,No,Baja,Ajuste frenos
2625,Control de calidad,55,Sí,Media,Instalar ruedas
2626,Control de calidad,19,Sí,Alta,Pintar
2627,Instalar ruedas,33,Sí,Alta,Control de calidad
2628,Instalar ruedas,32,Sí,Media,Instalar ruedas
2629,Ensamblar marco,46,Sí,Media,Control de calidad
2630,Instalar ruedas,26,No,Alta,Control de calidad
2631,Ensamblar marco,52,Sí,Alta,Instalar ruedas
2632,Ajuste frenos,12,No,Alta,Ensamblar marco
2633,Ajuste frenos,29,No,Baja,Ajuste frenos
2634,Instalar ruedas,55,No,Baja,Ajuste frenos
2635,Ensamblar marco,10,Sí,Baja,Instalar ruedas
2636,Instalar ruedas,58,No,Alta,Pintar
2637,Instalar ruedas,20,No,Baja,Pintar
2638,Control de calidad,57,No,Media,Control de calidad
2639,Ensamblar marco,31,No,Baja,Ensamblar marco
2640,Instalar ruedas,50,Sí,Media,Control de calidad
2641,Pintar,58,Sí,Alta,Ajuste frenos
2642,Ensamblar marco,28,No,Baja,Instalar ruedas
2643,Ajuste frenos,55,Sí,Baja,Ensamblar marco
2644,Ensamblar marco,51,No,Alta,Control de calidad
2645,Instalar ruedas,17,No,Baja,Pintar
2646,Control de calidad,53,No,Media,Control de calidad
2647,Control de calidad,24,No,Baja,Pintar
2648,Ensamblar marco,31,No,Alta,Control de calidad
2649,Instalar ruedas,52,Sí,Alta,Control de calidad
2650,Control de calidad,51,Sí,Alta,Pintar
2651,Ajuste frenos,36,No,Media,Pintar
2652,Pintar,12,No,Media,Instalar ruedas
2653,Instalar ruedas,19,Sí,Baja,Control de calidad
2654,Ensamblar marco,14,No,Media,Control de calidad
2655,Ensamblar marco,52,Sí,Baja,Instalar ruedas
2656,Ajuste frenos,27,Sí,Alta,Ajuste frenos
2657,Ajuste frenos,30,Sí,Alta,Ensamblar marco
2658,Ensamblar marco,19,No,Baja,Ajuste frenos
2659,Pintar,23,No,Alta,Ajuste frenos
2660,Ensamblar marco,17,No,Baja,Ajuste frenos
2661,Instalar ruedas,36,Sí,Baja,Pintar
2662,Pintar,14,No,Media,Instalar ruedas
2663,Control de calidad,24,Sí,Baja,Ajuste frenos
2664,Ajuste frenos,27,No,Media,Ajuste frenos
2665,Ajuste frenos,37,No,Alta,Pintar
2666,Instalar ruedas,22,No,Media,Instalar ruedas
2667,Instalar ruedas,32,No,Alta,Ensamblar marco
2668,Control de calidad,27,No,Media,Ensamblar marco
2669,Ajuste frenos,11,Sí,Media,Ajuste frenos
2670,Ensamblar marco,54,No,Media,Control de calidad
2671,Pintar,21,No,Baja,Ajuste frenos
2672,Pintar,34,No,Alta,Ensamblar marco
2673,Instalar ruedas,23,Sí,Baja,Control de calidad
2674,Instalar ruedas,46,Sí,Alta,Instalar ruedas
2675,Ensamblar marco,12,No,Alta,Pintar
2676,Ensamblar marco,56,Sí,Alta,Control de calidad
2677,Ensamblar marco,48,Sí,Baja,Instalar ruedas
2678,Pintar,38,Sí,Baja,Pintar
2679,Control de calidad,55,Sí,Baja,Pintar
2680,Control de calidad,26,No,Media,Instalar ruedas
2681,Pintar,16,No,Baja,Control de calidad
2682,Ensamblar marco,50,Sí,Media,Instalar ruedas
2683,Ajuste frenos,29,Sí,Media,Ajuste frenos
2684,Instalar ruedas,17,Sí,Baja,Ensamblar marco
2685,Instalar ruedas,17,No,Media,Ensamblar marco
2686,Instalar ruedas,41,No,Media,Ensamblar marco
2687,Instalar ruedas,10,Sí,Baja,Ensamblar marco
2688,Ensamblar marco,15,No,Baja,Instalar ruedas
2689,Pintar,11,Sí,Baja,Ajuste frenos
2690,Pintar,21,Sí,Alta,Pintar
2691,Instalar ruedas,31,No,Alta,Ensamblar marco
2692,Ajuste frenos,25,Sí,Media,Ajuste frenos
2693,Ensamblar marco,26,Sí,Media,Control de calidad
2694,Control de calidad,32,No,Alta,Control de calidad
2695,Instalar ruedas,18,No,Alta,Ajuste frenos
2696,Pintar,24,Sí,Alta,Ensamblar marco
2697,Control de calidad,36,Sí,Alta,Ajuste frenos
2698,Ajuste frenos,22,No,Alta,Instalar ruedas
2699,Instalar ruedas,27,No,Baja,Pintar
2700,Instalar ruedas,33,Sí,Media,Pintar
2701,Ensamblar marco,24,Sí,Alta,Pintar
2702,Ajuste frenos,11,Sí,Baja,Control de calidad
2703,Pintar,17,Sí,Alta,Ensamblar marco
2704,Pintar,22,No,Baja,Control de calidad
2705,Pintar,20,Sí,Baja,Pintar
2706,Ajuste frenos,31,No,Baja,Instalar ruedas
2707,Ensamblar marco,51,Sí,Baja,Pintar
2708,Instalar ruedas,27,No,Media,Pintar
2709,Ajuste frenos,41,No,Media,Pintar
2710,Ensamblar marco,46,No,Alta,Control de calidad
2711,Control de calidad,20,No,Alta,Ajuste frenos
2712,Ensamblar marco,54,No,Baja,Instalar ruedas
2713,Instalar ruedas,56,No,Alta,Ajuste frenos
2714,Ajuste frenos,15,No,Alta,Pintar
2715,Instalar ruedas,34,No,Baja,Ensamblar marco
2716,Ensamblar marco,13,No,Media,Ajuste frenos
2717,Control de calidad,51,No,Alta,Ajuste frenos
2718,Control de calidad,53,Sí,Alta,Pintar
2719,Pintar,55,No,Alta,Pintar
2720,Pintar,29,No,Media,Pintar
2721,Ensamblar marco,21,Sí,Baja,Instalar ruedas
2722,Ensamblar marco,12,No,Alta,Pintar
2723,Control de calidad,24,No,Alta,Ensamblar marco
2724,Ensamblar marco,10,No,Baja,Ajuste frenos
2725,Instalar ruedas,49,Sí,Media,Control de calidad
2726,Pintar,24,No,Media,Pintar
2727,Pintar,34,Sí,Baja,Ensamblar marco
2728,Instalar ruedas,46,Sí,Media,Control de calidad
2729,Ensamblar marco,36,No,Alta,Ajuste frenos
2730,Control de calidad,29,No,Media,Ensamblar marco
2731,Pintar,51,Sí,Alta,Ensamblar marco
2732,Ajuste frenos,38,Sí,Alta,Control de calidad
2733,Control de calidad,32,Sí,Alta,Instalar ruedas
2734,Pintar,42,No,Alta,Ajuste frenos
2735,Ensamblar marco,20,No,Alta,Control de calidad
2736,Ajuste frenos,18,No,Baja,Ajuste frenos
2737,Control de calidad,28,No,Alta,Control de calidad
2738,Ensamblar marco,53,Sí,Baja,Pintar
2739,Ajuste frenos,19,No,Media,Ajuste frenos
2740,Control de calidad,13,Sí,Alta,Ensamblar marco
2741,Ensamblar marco,20,Sí,Alta,Pintar
2742,Ensamblar marco,23,No,Media,Instalar ruedas
2743,Pintar,29,No,Baja,Pintar
2744,Ensamblar marco,40,Sí,Baja,Control de calidad
2745,Pintar,39,No,Media,Ensamblar marco
2746,Ajuste frenos,34,No,Baja,Ajuste frenos
2747,Ajuste frenos,26,Sí,Baja,Ensamblar marco
2748,Pintar,13,No,Baja,Ajuste frenos
2749,Ajuste frenos,42,No,Media,Instalar ruedas
2750,Pintar,23,No,Media,Ajuste frenos
2751,Ensamblar marco,54,Sí,Alta,Ensamblar marco
2752,Control de calidad,13,Sí,Baja,Instalar ruedas
2753,Control de calidad,47,No,Media,Control de calidad
2754,Control de calidad,30,Sí,Media,Ensamblar marco
2755,Ensamblar marco,28,No,Baja,Instalar ruedas
2756,Pintar,32,Sí,Media,Ensamblar marco
2757,Ajuste frenos,46,Sí,Baja,Ensamblar marco
2758,Ensamblar marco,56,Sí,Media,Ajuste frenos
2759,Ensamblar marco,21,Sí,Baja,Ensamblar marco
2760,Ensamblar marco,39,Sí,Alta,Instalar ruedas
2761,Pintar,38,No,Baja,Instalar ruedas
2762,Ensamblar marco,42,Sí,Media,Control de calidad
2763,Ajuste frenos,16,No,Media,Instalar ruedas
2764,Pintar,18,Sí,Baja,Ajuste frenos
2765,Ensamblar marco,26,Sí,Media,Pintar
2766,Control de calidad,54,Sí,Baja,Control de calidad
2767,Control de calidad,50,Sí,Alta,Instalar ruedas
2768,Control de calidad,37,No,Baja,Control de calidad
2769,Instalar ruedas,43,Sí,Baja,Control de calidad
2770,Pintar,13,Sí,Media,Ajuste frenos
2771,Ensamblar marco,39,Sí,Media,Pintar
2772,Ensamblar marco,52,No,Media,Ensamblar marco
2773,Ajuste frenos,35,No,Baja,Instalar ruedas
2774,Instalar ruedas,46,Sí,Alta,Ajuste frenos
2775,Ajuste frenos,34,No,Media,Control de calidad
2776,Ensamblar marco,47,Sí,Media,Control de calidad
2777,Control de calidad,55,No,Baja,Control de calidad
2778,Instalar ruedas,30,Sí,Baja,Ensamblar marco
2779,Ajuste frenos,15,No,Media,Control de calidad
2780,Instalar ruedas,58,No,Alta,Control de calidad
2781,Instalar ruedas,20,No,Baja,Instalar ruedas
2782,Pintar,28,No,Alta,Instalar ruedas
2783,Control de calidad,25,Sí,Baja,Instalar ruedas
2784,Ensamblar marco,39,No,Media,Ensamblar marco
2785,Instalar ruedas,53,Sí,Media,Ensamblar marco
2786,Control de calidad,43,No,Baja,Instalar ruedas
2787,Pintar,20,No,Baja,Ajuste frenos
2788,Pintar,21,Sí,Baja,Instalar ruedas
2789,Pintar,23,Sí,Alta,Instalar ruedas
2790,Ensamblar marco,42,Sí,Media,Instalar ruedas
2791,Ensamblar marco,52,Sí,Media,Ensamblar marco
2792,Pintar,41,No,Media,Pintar
2793,Ensamblar marco,22,Sí,Baja,Pintar
2794,Pintar,52,No,Baja,Ensamblar marco
2795,Control de calidad,53,No,Baja,Ensamblar marco
2796,Pintar,51,Sí,Baja,Pintar
2797,Control de calidad,14,Sí,Media,Pintar
2798,Pintar,46,Sí,Alta,Control de calidad
2799,Pintar,27,Sí,Baja,Pintar
2800,Ajuste frenos,13,No,Media,Ajuste frenos
2801,Pintar,55,No,Baja,Instalar ruedas
2802,Control de calidad,38,Sí,Media,Instalar ruedas
2803,Control de calidad,50,No,Alta,Instalar ruedas
2804,Control de calidad,58,Sí,Alta,Ajuste frenos
2805,Instalar ruedas,32,No,Media,Control de calidad
2806,Ajuste frenos,37,No,Media,Instalar ruedas
2807,Instalar ruedas,32,No,Media,Control de calidad
2808,Pintar,19,Sí,Media,Ensamblar marco
2809,Pintar,15,No,Alta,Instalar ruedas
2810,Control de calidad,29,Sí,Baja,Ajuste frenos
2811,Control de calidad,41,No,Baja,Instalar ruedas
2812,Ensamblar marco,51,Sí,Media,Ajuste frenos
2813,Pintar,47,Sí,Alta,Ensamblar marco
2814,Control de calidad,49,No,Media,Control de calidad
2815,Control de calidad,21,Sí,Media,Ensamblar marco
2816,Pintar,28,No,Alta,Ensamblar marco
2817,Ensamblar marco,14,Sí,Baja,Control de calidad
2818,Ajuste frenos,42,No,Baja,Pintar
2819,Ensamblar marco,44,No,Media,Ensamblar marco
2820,Ajuste frenos,11,No,Alta,Control de calidad
2821,Instalar ruedas,49,No,Alta,Ensamblar marco
2822,Ensamblar marco,53,No,Alta,Ajuste frenos
2823,Ajuste frenos,50,Sí,Alta,Control de calidad
2824,Instalar ruedas,21,No,Media,Ensamblar marco
2825,Instalar ruedas,39,No,Baja,Control de calidad
2826,Instalar ruedas,55,Sí,Alta,Instalar ruedas
2827,Instalar ruedas,17,Sí,Alta,Ensamblar marco
2828,Instalar ruedas,48,Sí,Media,Instalar ruedas
2829,Pintar,46,No,Baja,Control de calidad
2830,Ensamblar marco,33,Sí,Baja,Ajuste frenos
2831,Ensamblar marco,56,No,Baja,Pintar
2832,Pintar,42,No,Baja,Ajuste frenos
2833,Control de calidad,15,No,Baja,Instalar ruedas
2834,Control de calidad,23,Sí,Alta,Ajuste frenos
2835,Pintar,40,Sí,Alta,Ensamblar marco
2836,Control de calidad,45,No,Baja,Pintar
2837,Pintar,26,Sí,Alta,Ajuste frenos
2838,Control de calidad,47,Sí,Media,Pintar
2839,Ensamblar marco,39,Sí,Media,Pintar
2840,Instalar ruedas,15,Sí,Baja,Ajuste frenos
2841,Ensamblar marco,34,Sí,Alta,Control de calidad
2842,Pintar,36,No,Media,Instalar ruedas
2843,Pintar,38,No,Media,Instalar ruedas
2844,Control de calidad,22,Sí,Alta,Ensamblar marco
2845,Ajuste frenos,18,No,Baja,Pintar
2846,Ajuste frenos,57,No,Baja,Ajuste frenos
2847,Ensamblar marco,27,No,Alta,Ajuste frenos
2848,Pintar,33,No,Baja,Ajuste frenos
2849,Pintar,30,Sí,Alta,Pintar
2850,Ensamblar marco,21,No,Media,Ensamblar marco
2851,Instalar ruedas,30,No,Alta,Ensamblar marco
2852,Ensamblar marco,22,Sí,Baja,Ajuste frenos
2853,Instalar ruedas,14,Sí,Alta,Pintar
2854,Ensamblar marco,18,Sí,Baja,Ensamblar marco
2855,Ensamblar marco,34,Sí,Baja,Ajuste frenos
2856,Instalar ruedas,30,No,Media,Instalar ruedas
2857,Ajuste frenos,40,No,Baja,Pintar
2858,Ajuste frenos,45,Sí,Alta,Control de calidad
2859,Control de calidad,36,Sí,Alta,Ensamblar marco
2860,Pintar,57,No,Alta,Instalar ruedas
2861,Ajuste frenos,48,No,Alta,Pintar
2862,Pintar,12,Sí,Baja,Ajuste frenos
2863,Instalar ruedas,56,Sí,Media,Control de calidad
2864,Ensamblar marco,56,Sí,Baja,Pintar
2865,Ensamblar marco,47,Sí,Baja,Ensamblar marco
2866,Pintar,54,Sí,Baja,Ajuste frenos
2867,Ensamblar marco,34,Sí,Baja,Ajuste frenos
2868,Ajuste frenos,25,Sí,Baja,Pintar
2869,Ajuste frenos,40,No,Media,Ajuste frenos
2870,Ensamblar marco,24,No,Alta,Instalar ruedas
2871,Control de calidad,46,Sí,Baja,Pintar
2872,Ajuste frenos,28,Sí,Alta,Ensamblar marco
2873,Pintar,55,Sí,Baja,Pintar
2874,Pintar,22,No,Media,Instalar ruedas
2875,Instalar ruedas,52,Sí,Alta,Control de calidad
2876,Instalar ruedas,54,No,Alta,Ensamblar marco
2877,Control de calidad,25,Sí,Media,Control de calidad
2878,Instalar ruedas,45,No,Alta,Control de calidad
2879,Instalar ruedas,52,No,Alta,Pintar
2880,Control de calidad,53,No,Baja,Ensamblar marco
2881,Instalar ruedas,33,No,Baja,Ensamblar marco
2882,Ensamblar marco,19,Sí,Baja,Instalar ruedas
2883,Pintar,48,Sí,Media,Ajuste frenos
2884,Ensamblar marco,42,Sí,Alta,Instalar ruedas
2885,Instalar ruedas,39,No,Baja,Control de calidad
2886,Pintar,38,No,Alta,Ajuste frenos
2887,Pintar,40,No,Alta,Control de calidad
2888,Ensamblar marco,44,No,Media,Control de calidad
2889,Ensamblar marco,41,No,Baja,Instalar ruedas
2890,Ajuste frenos,12,No,Alta,Ajuste frenos
2891,Ensamblar marco,44,Sí,Baja,Control de calidad
2892,Control de calidad,47,Sí,Media,Control de calidad
2893,Ajuste frenos,24,No,Media,Ensamblar marco
2894,Pintar,58,No,Baja,Instalar ruedas
2895,Ensamblar marco,51,Sí,Baja,Control de calidad
2896,Control de calidad,33,Sí,Alta,Ajuste frenos
2897,Ensamblar marco,28,No,Baja,Ajuste frenos
2898,Control de calidad,26,No,Alta,Pintar
2899,Control de calidad,37,Sí,Alta,Pintar
2900,Ensamblar marco,45,Sí,Alta,Ensamblar marco
2901,Ensamblar marco,24,No,Baja,Ajuste frenos
2902,Instalar ruedas,42,Sí,Baja,Ajuste frenos
2903,Ensamblar marco,58,Sí,Media,Ensamblar marco
2904,Ajuste frenos,39,Sí,Media,Ensamblar marco
2905,Instalar ruedas,59,Sí,Baja,Ensamblar marco
2906,Ensamblar marco,17,No,Alta,Ajuste frenos
2907,Ajuste frenos,24,No,Alta,Pintar
2908,Ajuste frenos,50,No,Alta,Instalar ruedas
2909,Ensamblar marco,38,No,Media,Instalar ruedas
2910,Control de calidad,21,Sí,Baja,Instalar ruedas
2911,Ensamblar marco,25,Sí,Alta,Pintar
2912,Instalar ruedas,57,Sí,Baja,Control de calidad
2913,Control de calidad,18,Sí,Baja,Ensamblar marco
2914,Control de calidad,51,No,Alta,Instalar ruedas
2915,Ajuste frenos,20,Sí,Alta,Ajuste frenos
2916,Ajuste frenos,18,No,Media,Ensamblar marco
2917,Instalar ruedas,29,Sí,Baja,Ensamblar marco
2918,Ajuste frenos,35,No,Alta,Ensamblar marco
2919,Instalar ruedas,56,No,Alta,Ensamblar marco
2920,Ajuste frenos,35,No,Baja,Control de calidad
2921,Ensamblar marco,20,No,Media,Ensamblar marco
2922,Control de calidad,20,Sí,Alta,Ajuste frenos
2923,Control de calidad,23,No,Alta,Pintar
2924,Control de calidad,34,Sí,Alta,Instalar ruedas
2925,Pintar,33,No,Alta,Control de calidad
2926,Control de calidad,56,No,Alta,Ensamblar marco
2927,Pintar,56,Sí,Media,Ensamblar marco
2928,Instalar ruedas,52,Sí,Baja,Ajuste frenos
2929,Ajuste frenos,32,Sí,Alta,Control de calidad
2930,Ensamblar marco,41,No,Media,Instalar ruedas
2931,Pintar,33,Sí,Media,Control de calidad
2932,Ensamblar marco,13,No,Baja,Pintar
2933,Ensamblar marco,24,Sí,Baja,Ensamblar marco
2934,Ajuste frenos,22,Sí,Baja,Ensamblar marco
2935,Ensamblar marco,59,No,Baja,Ajuste frenos
2936,Ensamblar marco,25,Sí,Media,Control de calidad
2937,Ensamblar marco,56,No,Alta,Pintar
2938,Ensamblar marco,29,No,Media,Ajuste frenos
2939,Ensamblar marco,33,No,Media,Ensamblar marco
2940,Ensamblar marco,41,Sí,Alta,Ajuste frenos
2941,Instalar ruedas,26,Sí,Media,Ajuste frenos
2942,Pintar,38,No,Alta,Pintar
2943,Ensamblar marco,11,Sí,Baja,Control de calidad
2944,Ensamblar marco,37,Sí,Media,Control de calidad
2945,Ajuste frenos,32,Sí,Media,Control de calidad
2946,Pintar,26,Sí,Media,Ajuste frenos
2947,Ensamblar marco,39,Sí,Baja,Pintar
2948,Pintar,42,No,Baja,Pintar
2949,Pintar,59,No,Alta,Ensamblar marco
2950,Pintar,41,Sí,Alta,Ajuste frenos
2951,Pintar,53,Sí,Media,Instalar ruedas
2952,Ensamblar marco,12,No,Alta,Pintar
2953,Ajuste frenos,14,No,Media,Ajuste frenos
2954,Pintar,32,No,Media,Control de calidad
2955,Control de calidad,22,Sí,Alta,Instalar ruedas
2956,Control de calidad,19,Sí,Alta,Ensamblar marco
2957,Control de calidad,15,Sí,Alta,Pintar
2958,Ajuste frenos,37,No,Media,Ajuste frenos
2959,Instalar ruedas,38,No,Media,Instalar ruedas
2960,Instalar ruedas,34,Sí,Media,Ensamblar marco
2961,Control de calidad,30,Sí,Baja,Pintar
2962,Control de calidad,34,No,Baja,Ensamblar marco
2963,Pintar,44,Sí,Alta,Instalar ruedas
2964,Ajuste frenos,46,Sí,Alta,Pintar
2965,Ajuste frenos,36,Sí,Baja,Ajuste frenos
2966,Control de calidad,57,Sí,Media,Pintar
2967,Instalar ruedas,42,No,Alta,Ajuste frenos
2968,Control de calidad,33,No,Baja,Ensamblar marco
2969,Instalar ruedas,12,No,Alta,Instalar ruedas
2970,Ajuste frenos,33,No,Media,Control de calidad
2971,Ajuste frenos,59,No,Media,Ajuste frenos
2972,Ajuste frenos,33,No,Baja,Pintar
2973,Ajuste frenos,28,Sí,Media,Control de calidad
2974,Ajuste frenos,32,Sí,Alta,Ajuste frenos
2975,Pintar,34,Sí,Alta,Ensamblar marco
2976,Instalar ruedas,11,Sí,Alta,Pintar
2977,Ajuste frenos,14,Sí,Baja,Pintar
2978,Ensamblar marco,22,Sí,Media,Pintar
2979,Instalar ruedas,36,No,Baja,Pintar
2980,Ajuste frenos,42,Sí,Alta,Control de calidad
2981,Ensamblar marco,13,No,Baja,Pintar
2982,Pintar,32,Sí,Alta,Ensamblar marco
2983,Ajuste frenos,34,No,Alta,Ensamblar marco
2984,Instalar ruedas,47,Sí,Baja,Ajuste frenos
2985,Instalar ruedas,25,Sí,Alta,Control de calidad
2986,Control de calidad,50,No,Alta,Pintar
2987,Ensamblar marco,27,Sí,Baja,Ensamblar marco
2988,Ajuste frenos,46,No,Alta,Pintar
2989,Control de calidad,52,No,Alta,Control de calidad
2990,Instalar ruedas,14,No,Baja,Instalar ruedas
2991,Ajuste frenos,36,No,Media,Instalar ruedas
2992,Instalar ruedas,44,No,Baja,Ajuste frenos
2993,Ajuste frenos,35,No,Baja,Ensamblar marco
2994,Ensamblar marco,15,No,Baja,Instalar ruedas
2995,Control de calidad,30,Sí,Baja,Instalar ruedas
2996,Ensamblar marco,12,No,Baja,Control de calidad
2997,Control de calidad,51,Sí,Baja,Pintar
2998,Ensamblar marco,45,Sí,Media,Instalar ruedas
2999,Pintar,49,Sí,Media,Pintar
3000,Control de calidad,10,No,Alta,Control de calidad
