Pedido_ID,Zona,Hora_disponibilidad,Acción,Vehículo_asignado,Acción_antes
1071,Centro,2025-07-02 01:50:00,Entrega,VAN-686,Confirmación
1072,Sur,2025-07-02 01:51:00,Recoger pedido,VAN-491,Cargar vehículo
1073,Sur,2025-07-02 01:52:00,Confirmación,VAN-460,Entrega
1074,Oeste,2025-07-02 01:53:00,Cargar vehículo,VAN-611,Confirmación
1075,Oeste,2025-07-02 01:54:00,Ruta principal,VAN-636,Entrega
1076,Norte,2025-07-02 01:55:00,Recoger pedido,VAN-876,Ruta principal
1077,Norte,2025-07-02 01:56:00,Entrega,VAN-507,Recoger pedido
1078,Norte,2025-07-02 01:57:00,Confirmación,VAN-469,Cargar vehículo
1079,Sur,2025-07-02 01:58:00,Ruta principal,VAN-200,Recoger pedido
1080,Sur,2025-07-02 01:59:00,Confirmación,VAN-876,Ruta principal
1081,Sur,2025-07-02 02:00:00,Entrega,VAN-701,Ruta principal
1082,Centro,2025-07-02 02:01:00,Ruta principal,VAN-832,Recoger pedido
1083,Oeste,2025-07-02 02:02:00,Recoger pedido,VAN-277,Ruta principal
1084,Centro,2025-07-02 02:03:00,Recoger pedido,VAN-862,Recoger pedido
1085,Norte,2025-07-02 02:04:00,Recoger pedido,VAN-487,Confirmación
1086,Oeste,2025-07-02 02:05:00,Entrega,VAN-140,Cargar vehículo
1087,Norte,2025-07-02 02:06:00,Cargar vehículo,VAN-384,Entrega
1088,Oeste,2025-07-02 02:07:00,Recoger pedido,VAN-661,Cargar vehículo
1089,Norte,2025-07-02 02:08:00,Recoger pedido,VAN-322,Recoger pedido
1090,Este,2025-07-02 02:09:00,Ruta principal,VAN-804,Entrega
1091,Norte,2025-07-02 02:10:00,Ruta principal,VAN-838,Entrega
1092,Oeste,2025-07-02 02:11:00,Ruta principal,VAN-355,Confirmación
1093,Norte,2025-07-02 02:12:00,Confirmación,VAN-781,Confirmación
1094,Este,2025-07-02 02:13:00,Entrega,VAN-774,Recoger pedido
1095,Oeste,2025-07-02 02:14:00,Recoger pedido,VAN-296,Ruta principal
1096,Norte,2025-07-02 02:15:00,Cargar vehículo,VAN-555,Confirmación
1097,Este,2025-07-02 02:16:00,Recoger pedido,VAN-106,Entrega
1098,Oeste,2025-07-02 02:17:00,Confirmación,VAN-162,Confirmación
1099,Este,2025-07-02 02:18:00,Ruta principal,VAN-986,Confirmación
1100,Centro,2025-07-02 02:19:00,Cargar vehículo,VAN-683,Confirmación
1101,Sur,2025-07-02 02:20:00,Confirmación,VAN-199,Cargar vehículo
1102,Sur,2025-07-02 02:21:00,Recoger pedido,VAN-317,Ruta principal
1103,Este,2025-07-02 02:22:00,Entrega,VAN-581,Entrega
1104,Sur,2025-07-02 02:23:00,Cargar vehículo,VAN-153,Ruta principal
1105,Este,2025-07-02 02:24:00,Entrega,VAN-416,Cargar vehículo
1106,Centro,2025-07-02 02:25:00,Confirmación,VAN-888,Cargar vehículo
1107,Sur,2025-07-02 02:26:00,Cargar vehículo,VAN-461,Recoger pedido
1108,Sur,2025-07-02 02:27:00,Confirmación,VAN-223,Confirmación
1109,Este,2025-07-02 02:28:00,Ruta principal,VAN-509,Recoger pedido
1110,Oeste,2025-07-02 02:29:00,Recoger pedido,VAN-566,Ruta principal
1111,Oeste,2025-07-02 02:30:00,Confirmación,VAN-371,Confirmación
1112,Este,2025-07-02 02:31:00,Entrega,VAN-184,Cargar vehículo
1113,Este,2025-07-02 02:32:00,Confirmación,VAN-945,Confirmación
1114,Este,2025-07-02 02:33:00,Recoger pedido,VAN-703,Ruta principal
1115,Oeste,2025-07-02 02:34:00,Confirmación,VAN-196,Confirmación
1116,Este,2025-07-02 02:35:00,Entrega,VAN-170,Cargar vehículo
1117,Este,2025-07-02 02:36:00,Entrega,VAN-326,Confirmación
1118,Centro,2025-07-02 02:37:00,Confirmación,VAN-248,Confirmación
1119,Oeste,2025-07-02 02:38:00,Cargar vehículo,VAN-398,Recoger pedido
1120,Norte,2025-07-02 02:39:00,Confirmación,VAN-767,Confirmación
1121,Oeste,2025-07-02 02:40:00,Confirmación,VAN-291,Ruta principal
1122,Centro,2025-07-02 02:41:00,Confirmación,VAN-459,Confirmación
1123,Este,2025-07-02 02:42:00,Confirmación,VAN-366,Cargar vehículo
1124,Oeste,2025-07-02 02:43:00,Confirmación,VAN-795,Entrega
1125,Oeste,2025-07-02 02:44:00,Entrega,VAN-808,Entrega
1126,Centro,2025-07-02 02:45:00,Confirmación,VAN-970,Recoger pedido
1127,Este,2025-07-02 02:46:00,Ruta principal,VAN-790,Confirmación
1128,Centro,2025-07-02 02:47:00,Recoger pedido,VAN-743,Ruta principal
1129,Norte,2025-07-02 02:48:00,Recoger pedido,VAN-616,Recoger pedido
1130,Oeste,2025-07-02 02:49:00,Recoger pedido,VAN-225,Cargar vehículo
1131,Este,2025-07-02 02:50:00,Recoger pedido,VAN-631,Recoger pedido
1132,Centro,2025-07-02 02:51:00,Cargar vehículo,VAN-140,Entrega
1133,Norte,2025-07-02 02:52:00,Cargar vehículo,VAN-769,Ruta principal
1134,Norte,2025-07-02 02:53:00,Confirmación,VAN-861,Entrega
1135,Norte,2025-07-02 02:54:00,Cargar vehículo,VAN-424,Recoger pedido
1136,Oeste,2025-07-02 02:55:00,Cargar vehículo,VAN-124,Ruta principal
1137,Oeste,2025-07-02 02:56:00,Confirmación,VAN-558,Ruta principal
1138,Norte,2025-07-02 02:57:00,Recoger pedido,VAN-990,Ruta principal
1139,Este,2025-07-02 02:58:00,Ruta principal,VAN-158,Confirmación
1140,Sur,2025-07-02 02:59:00,Cargar vehículo,VAN-220,Confirmación
1141,Norte,2025-07-02 03:00:00,Ruta principal,VAN-287,Confirmación
1142,Centro,2025-07-02 03:01:00,Recoger pedido,VAN-206,Confirmación
1143,Centro,2025-07-02 03:02:00,Recoger pedido,VAN-942,Ruta principal
1144,Norte,2025-07-02 03:03:00,Cargar vehículo,VAN-966,Entrega
1145,Sur,2025-07-02 03:04:00,Ruta principal,VAN-774,Confirmación
1146,Centro,2025-07-02 03:05:00,Entrega,VAN-879,Cargar vehículo
1147,Oeste,2025-07-02 03:06:00,Recoger pedido,VAN-671,Recoger pedido
1148,Sur,2025-07-02 03:07:00,Confirmación,VAN-776,Recoger pedido
1149,Este,2025-07-02 03:08:00,Entrega,VAN-278,Confirmación
1150,Este,2025-07-02 03:09:00,Recoger pedido,VAN-911,Confirmación
1151,Oeste,2025-07-02 03:10:00,Recoger pedido,VAN-735,Ruta principal
1152,Centro,2025-07-02 03:11:00,Recoger pedido,VAN-175,Cargar vehículo
1153,Este,2025-07-02 03:12:00,Ruta principal,VAN-139,Recoger pedido
1154,Norte,2025-07-02 03:13:00,Confirmación,VAN-682,Entrega
1155,Oeste,2025-07-02 03:14:00,Cargar vehículo,VAN-506,Confirmación
1156,Centro,2025-07-02 03:15:00,Entrega,VAN-919,Cargar vehículo
1157,Este,2025-07-02 03:16:00,Recoger pedido,VAN-565,Confirmación
1158,Sur,2025-07-02 03:17:00,Cargar vehículo,VAN-286,Confirmación
1159,Oeste,2025-07-02 03:18:00,Ruta principal,VAN-984,Cargar vehículo
1160,Norte,2025-07-02 03:19:00,Entrega,VAN-702,Cargar vehículo
1161,Norte,2025-07-02 03:20:00,Recoger pedido,VAN-651,Recoger pedido
1162,Norte,2025-07-02 03:21:00,Cargar vehículo,VAN-456,Confirmación
1163,Centro,2025-07-02 03:22:00,Confirmación,VAN-366,Recoger pedido
1164,Centro,2025-07-02 03:23:00,Confirmación,VAN-853,Confirmación
1165,Oeste,2025-07-02 03:24:00,Recoger pedido,VAN-907,Entrega
1166,Sur,2025-07-02 03:25:00,Confirmación,VAN-403,Cargar vehículo
1167,Sur,2025-07-02 03:26:00,Ruta principal,VAN-691,Confirmación
1168,Centro,2025-07-02 03:27:00,Cargar vehículo,VAN-395,Entrega
1169,Norte,2025-07-02 03:28:00,Confirmación,VAN-909,Cargar vehículo
1170,Oeste,2025-07-02 03:29:00,Recoger pedido,VAN-312,Recoger pedido
1171,Oeste,2025-07-02 03:30:00,Confirmación,VAN-794,Entrega
1172,Sur,2025-07-02 03:31:00,Recoger pedido,VAN-157,Cargar vehículo
1173,Este,2025-07-02 03:32:00,Recoger pedido,VAN-557,Entrega
1174,Norte,2025-07-02 03:33:00,Entrega,VAN-276,Ruta principal
1175,Este,2025-07-02 03:34:00,Cargar vehículo,VAN-783,Entrega
1176,Sur,2025-07-02 03:35:00,Entrega,VAN-601,Ruta principal
1177,Centro,2025-07-02 03:36:00,Ruta principal,VAN-493,Ruta principal
1178,Norte,2025-07-02 03:37:00,Entrega,VAN-986,Confirmación
1179,Sur,2025-07-02 03:38:00,Ruta principal,VAN-426,Cargar vehículo
1180,Este,2025-07-02 03:39:00,Cargar vehículo,VAN-321,Ruta principal
1181,Sur,2025-07-02 03:40:00,Ruta principal,VAN-627,Ruta principal
1182,Oeste,2025-07-02 03:41:00,Ruta principal,VAN-411,Recoger pedido
1183,Oeste,2025-07-02 03:42:00,Recoger pedido,VAN-258,Confirmación
1184,Oeste,2025-07-02 03:43:00,Cargar vehículo,VAN-349,Confirmación
1185,Este,2025-07-02 03:44:00,Ruta principal,VAN-218,Recoger pedido
1186,Sur,2025-07-02 03:45:00,Entrega,VAN-375,Ruta principal
1187,Este,2025-07-02 03:46:00,Confirmación,VAN-510,Confirmación
1188,Centro,2025-07-02 03:47:00,Entrega,VAN-284,Ruta principal
1189,Este,2025-07-02 03:48:00,Recoger pedido,VAN-797,Recoger pedido
1190,Este,2025-07-02 03:49:00,Entrega,VAN-900,Ruta principal
1191,Norte,2025-07-02 03:50:00,Recoger pedido,VAN-591,Cargar vehículo
1192,Norte,2025-07-02 03:51:00,Recoger pedido,VAN-900,Ruta principal
1193,Norte,2025-07-02 03:52:00,Ruta principal,VAN-463,Recoger pedido
1194,Centro,2025-07-02 03:53:00,Entrega,VAN-306,Entrega
1195,Oeste,2025-07-02 03:54:00,Cargar vehículo,VAN-332,Recoger pedido
1196,Oeste,2025-07-02 03:55:00,Recoger pedido,VAN-664,Confirmación
1197,Este,2025-07-02 03:56:00,Confirmación,VAN-539,Entrega
1198,Norte,2025-07-02 03:57:00,Confirmación,VAN-491,Confirmación
1199,Este,2025-07-02 03:58:00,Confirmación,VAN-948,Confirmación
1200,Centro,2025-07-02 03:59:00,Recoger pedido,VAN-146,Cargar vehículo
1201,Centro,2025-07-02 04:00:00,Cargar vehículo,VAN-797,Recoger pedido
1202,Norte,2025-07-02 04:01:00,Entrega,VAN-613,Recoger pedido
1203,Centro,2025-07-02 04:02:00,Ruta principal,VAN-784,Entrega
1204,Sur,2025-07-02 04:03:00,Recoger pedido,VAN-267,Entrega
1205,Centro,2025-07-02 04:04:00,Confirmación,VAN-337,Cargar vehículo
1206,Oeste,2025-07-02 04:05:00,Entrega,VAN-370,Ruta principal
1207,Este,2025-07-02 04:06:00,Confirmación,VAN-658,Entrega
1208,Norte,2025-07-02 04:07:00,Cargar vehículo,VAN-115,Entrega
1209,Centro,2025-07-02 04:08:00,Ruta principal,VAN-956,Ruta principal
1210,Este,2025-07-02 04:09:00,Recoger pedido,VAN-605,Recoger pedido
1211,Sur,2025-07-02 04:10:00,Confirmación,VAN-714,Entrega
1212,Oeste,2025-07-02 04:11:00,Confirmación,VAN-218,Confirmación
1213,Centro,2025-07-02 04:12:00,Ruta principal,VAN-870,Entrega
1214,Centro,2025-07-02 04:13:00,Confirmación,VAN-113,Entrega
1215,Este,2025-07-02 04:14:00,Ruta principal,VAN-517,Ruta principal
1216,Norte,2025-07-02 04:15:00,Ruta principal,VAN-314,Ruta principal
1217,Centro,2025-07-02 04:16:00,Confirmación,VAN-541,Ruta principal
1218,Oeste,2025-07-02 04:17:00,Entrega,VAN-591,Ruta principal
1219,Este,2025-07-02 04:18:00,Ruta principal,VAN-951,Entrega
1220,Norte,2025-07-02 04:19:00,Ruta principal,VAN-787,Cargar vehículo
1221,Oeste,2025-07-02 04:20:00,Recoger pedido,VAN-182,Entrega
1222,Oeste,2025-07-02 04:21:00,Confirmación,VAN-250,Ruta principal
1223,Oeste,2025-07-02 04:22:00,Cargar vehículo,VAN-483,Ruta principal
1224,Sur,2025-07-02 04:23:00,Recoger pedido,VAN-416,Confirmación
1225,Sur,2025-07-02 04:24:00,Ruta principal,VAN-196,Cargar vehículo
1226,Este,2025-07-02 04:25:00,Ruta principal,VAN-282,Ruta principal
1227,Norte,2025-07-02 04:26:00,Ruta principal,VAN-353,Confirmación
1228,Norte,2025-07-02 04:27:00,Recoger pedido,VAN-903,Entrega
1229,Oeste,2025-07-02 04:28:00,Cargar vehículo,VAN-189,Entrega
1230,Oeste,2025-07-02 04:29:00,Cargar vehículo,VAN-638,Cargar vehículo
1231,Oeste,2025-07-02 04:30:00,Recoger pedido,VAN-731,Recoger pedido
1232,Norte,2025-07-02 04:31:00,Recoger pedido,VAN-181,Cargar vehículo
1233,Oeste,2025-07-02 04:32:00,Entrega,VAN-189,Cargar vehículo
1234,Este,2025-07-02 04:33:00,Ruta principal,VAN-776,Recoger pedido
1235,Centro,2025-07-02 04:34:00,Cargar vehículo,VAN-784,Cargar vehículo
1236,Centro,2025-07-02 04:35:00,Recoger pedido,VAN-934,Confirmación
1237,Norte,2025-07-02 04:36:00,Cargar vehículo,VAN-209,Confirmación
1238,Centro,2025-07-02 04:37:00,Entrega,VAN-691,Ruta principal
1239,Oeste,2025-07-02 04:38:00,Recoger pedido,VAN-797,Ruta principal
1240,Norte,2025-07-02 04:39:00,Entrega,VAN-831,Ruta principal
1241,Centro,2025-07-02 04:40:00,Cargar vehículo,VAN-742,Confirmación
1242,Norte,2025-07-02 04:41:00,Confirmación,VAN-909,Confirmación
1243,Este,2025-07-02 04:42:00,Confirmación,VAN-870,Cargar vehículo
1244,Centro,2025-07-02 04:43:00,Recoger pedido,VAN-685,Confirmación
1245,Sur,2025-07-02 04:44:00,Entrega,VAN-896,Ruta principal
1246,Este,2025-07-02 04:45:00,Cargar vehículo,VAN-127,Ruta principal
1247,Sur,2025-07-02 04:46:00,Ruta principal,VAN-631,Confirmación
1248,Centro,2025-07-02 04:47:00,Confirmación,VAN-903,Recoger pedido
1249,Este,2025-07-02 04:48:00,Confirmación,VAN-142,Recoger pedido
1250,Centro,2025-07-02 04:49:00,Ruta principal,VAN-771,Entrega
1251,Norte,2025-07-02 04:50:00,Confirmación,VAN-384,Confirmación
1252,Este,2025-07-02 04:51:00,Confirmación,VAN-451,Recoger pedido
1253,Oeste,2025-07-02 04:52:00,Cargar vehículo,VAN-145,Confirmación
1254,Centro,2025-07-02 04:53:00,Entrega,VAN-861,Cargar vehículo
1255,Norte,2025-07-02 04:54:00,Cargar vehículo,VAN-322,Confirmación
1256,Centro,2025-07-02 04:55:00,Recoger pedido,VAN-899,Entrega
1257,Sur,2025-07-02 04:56:00,Ruta principal,VAN-304,Entrega
1258,Sur,2025-07-02 04:57:00,Ruta principal,VAN-403,Cargar vehículo
1259,Este,2025-07-02 04:58:00,Ruta principal,VAN-275,Confirmación
1260,Sur,2025-07-02 04:59:00,Recoger pedido,VAN-337,Entrega
1261,Oeste,2025-07-02 05:00:00,Entrega,VAN-943,Entrega
1262,Centro,2025-07-02 05:01:00,Recoger pedido,VAN-674,Ruta principal
1263,Este,2025-07-02 05:02:00,Recoger pedido,VAN-707,Ruta principal
1264,Oeste,2025-07-02 05:03:00,Cargar vehículo,VAN-163,Ruta principal
1265,Norte,2025-07-02 05:04:00,Entrega,VAN-475,Recoger pedido
1266,Centro,2025-07-02 05:05:00,Confirmación,VAN-978,Confirmación
1267,Centro,2025-07-02 05:06:00,Entrega,VAN-163,Entrega
1268,Centro,2025-07-02 05:07:00,Confirmación,VAN-444,Confirmación
1269,Este,2025-07-02 05:08:00,Recoger pedido,VAN-639,Entrega
1270,Centro,2025-07-02 05:09:00,Entrega,VAN-999,Ruta principal
1271,Sur,2025-07-02 05:10:00,Ruta principal,VAN-824,Entrega
1272,Oeste,2025-07-02 05:11:00,Confirmación,VAN-729,Recoger pedido
1273,Centro,2025-07-02 05:12:00,Cargar vehículo,VAN-191,Confirmación
1274,Este,2025-07-02 05:13:00,Confirmación,VAN-821,Ruta principal
1275,Este,2025-07-02 05:14:00,Confirmación,VAN-784,Entrega
1276,Oeste,2025-07-02 05:15:00,Entrega,VAN-663,Entrega
1277,Este,2025-07-02 05:16:00,Cargar vehículo,VAN-400,Cargar vehículo
1278,Oeste,2025-07-02 05:17:00,Cargar vehículo,VAN-490,Entrega
1279,Norte,2025-07-02 05:18:00,Confirmación,VAN-379,Confirmación
1280,Oeste,2025-07-02 05:19:00,Ruta principal,VAN-752,Ruta principal
1281,Norte,2025-07-02 05:20:00,Cargar vehículo,VAN-829,Confirmación
1282,Norte,2025-07-02 05:21:00,Confirmación,VAN-855,Cargar vehículo
1283,Centro,2025-07-02 05:22:00,Entrega,VAN-671,Ruta principal
1284,Centro,2025-07-02 05:23:00,Confirmación,VAN-422,Confirmación
1285,Norte,2025-07-02 05:24:00,Entrega,VAN-864,Recoger pedido
1286,Sur,2025-07-02 05:25:00,Confirmación,VAN-389,Cargar vehículo
1287,Centro,2025-07-02 05:26:00,Confirmación,VAN-413,Cargar vehículo
1288,Centro,2025-07-02 05:27:00,Ruta principal,VAN-327,Confirmación
1289,Centro,2025-07-02 05:28:00,Cargar vehículo,VAN-917,Cargar vehículo
1290,Norte,2025-07-02 05:29:00,Confirmación,VAN-170,Confirmación
1291,Centro,2025-07-02 05:30:00,Recoger pedido,VAN-793,Confirmación
1292,Sur,2025-07-02 05:31:00,Recoger pedido,VAN-211,Confirmación
1293,Norte,2025-07-02 05:32:00,Entrega,VAN-497,Entrega
1294,Norte,2025-07-02 05:33:00,Confirmación,VAN-174,Entrega
1295,Este,2025-07-02 05:34:00,Cargar vehículo,VAN-883,Cargar vehículo
1296,Oeste,2025-07-02 05:35:00,Entrega,VAN-331,Confirmación
1297,Sur,2025-07-02 05:36:00,Cargar vehículo,VAN-429,Cargar vehículo
1298,Oeste,2025-07-02 05:37:00,Entrega,VAN-152,Cargar vehículo
1299,Este,2025-07-02 05:38:00,Ruta principal,VAN-859,Entrega
1300,Este,2025-07-02 05:39:00,Cargar vehículo,VAN-618,Ruta principal
1301,Centro,2025-07-02 05:40:00,Entrega,VAN-650,Entrega
1302,Centro,2025-07-02 05:41:00,Cargar vehículo,VAN-221,Cargar vehículo
1303,Centro,2025-07-02 05:42:00,Confirmación,VAN-329,Ruta principal
1304,Norte,2025-07-02 05:43:00,Ruta principal,VAN-538,Confirmación
1305,Este,2025-07-02 05:44:00,Recoger pedido,VAN-793,Recoger pedido
1306,Norte,2025-07-02 05:45:00,Ruta principal,VAN-187,Recoger pedido
1307,Centro,2025-07-02 05:46:00,Ruta principal,VAN-748,Entrega
1308,Este,2025-07-02 05:47:00,Entrega,VAN-923,Ruta principal
1309,Sur,2025-07-02 05:48:00,Cargar vehículo,VAN-759,Cargar vehículo
1310,Centro,2025-07-02 05:49:00,Entrega,VAN-994,Recoger pedido
1311,Oeste,2025-07-02 05:50:00,Recoger pedido,VAN-271,Confirmación
1312,Este,2025-07-02 05:51:00,Confirmación,VAN-718,Cargar vehículo
1313,Centro,2025-07-02 05:52:00,Recoger pedido,VAN-317,Cargar vehículo
1314,Centro,2025-07-02 05:53:00,Confirmación,VAN-201,Entrega
1315,Sur,2025-07-02 05:54:00,Ruta principal,VAN-338,Entrega
1316,Este,2025-07-02 05:55:00,Recoger pedido,VAN-569,Entrega
1317,Sur,2025-07-02 05:56:00,Recoger pedido,VAN-933,Entrega
1318,Sur,2025-07-02 05:57:00,Confirmación,VAN-896,Confirmación
1319,Centro,2025-07-02 05:58:00,Confirmación,VAN-830,Entrega
1320,Oeste,2025-07-02 05:59:00,Recoger pedido,VAN-450,Cargar vehículo
1321,Centro,2025-07-02 06:00:00,Ruta principal,VAN-770,Confirmación
1322,Este,2025-07-02 06:01:00,Cargar vehículo,VAN-615,Recoger pedido
1323,Oeste,2025-07-02 06:02:00,Recoger pedido,VAN-661,Entrega
1324,Oeste,2025-07-02 06:03:00,Entrega,VAN-793,Recoger pedido
1325,Centro,2025-07-02 06:04:00,Entrega,VAN-886,Ruta principal
1326,Oeste,2025-07-02 06:05:00,Entrega,VAN-983,Cargar vehículo
1327,Oeste,2025-07-02 06:06:00,Ruta principal,VAN-864,Ruta principal
1328,Centro,2025-07-02 06:07:00,Entrega,VAN-707,Cargar vehículo
1329,Oeste,2025-07-02 06:08:00,Entrega,VAN-945,Cargar vehículo
1330,Norte,2025-07-02 06:09:00,Confirmación,VAN-831,Entrega
1331,Centro,2025-07-02 06:10:00,Confirmación,VAN-313,Cargar vehículo
1332,Centro,2025-07-02 06:11:00,Recoger pedido,VAN-152,Confirmación
1333,Centro,2025-07-02 06:12:00,Recoger pedido,VAN-702,Confirmación
1334,Centro,2025-07-02 06:13:00,Ruta principal,VAN-392,Recoger pedido
1335,Sur,2025-07-02 06:14:00,Confirmación,VAN-698,Entrega
1336,Norte,2025-07-02 06:15:00,Ruta principal,VAN-135,Confirmación
1337,Centro,2025-07-02 06:16:00,Entrega,VAN-146,Ruta principal
1338,Sur,2025-07-02 06:17:00,Entrega,VAN-956,Entrega
1339,Norte,2025-07-02 06:18:00,Recoger pedido,VAN-476,Entrega
1340,Sur,2025-07-02 06:19:00,Ruta principal,VAN-229,Recoger pedido
1341,Oeste,2025-07-02 06:20:00,Confirmación,VAN-419,Recoger pedido
1342,Centro,2025-07-02 06:21:00,Recoger pedido,VAN-389,Confirmación
1343,Norte,2025-07-02 06:22:00,Entrega,VAN-791,Recoger pedido
1344,Centro,2025-07-02 06:23:00,Confirmación,VAN-991,Recoger pedido
1345,Sur,2025-07-02 06:24:00,Confirmación,VAN-657,Cargar vehículo
1346,Norte,2025-07-02 06:25:00,Cargar vehículo,VAN-663,Cargar vehículo
1347,Sur,2025-07-02 06:26:00,Confirmación,VAN-678,Confirmación
1348,Norte,2025-07-02 06:27:00,Cargar vehículo,VAN-918,Entrega
1349,Centro,2025-07-02 06:28:00,Ruta principal,VAN-560,Cargar vehículo
1350,Este,2025-07-02 06:29:00,Recoger pedido,VAN-279,Entrega
1351,Oeste,2025-07-02 06:30:00,Confirmación,VAN-415,Cargar vehículo
1352,Sur,2025-07-02 06:31:00,Confirmación,VAN-430,Confirmación
1353,Centro,2025-07-02 06:32:00,Cargar vehículo,VAN-471,Ruta principal
1354,Este,2025-07-02 06:33:00,Entrega,VAN-839,Cargar vehículo
1355,Centro,2025-07-02 06:34:00,Entrega,VAN-378,Cargar vehículo
1356,Sur,2025-07-02 06:35:00,Ruta principal,VAN-718,Recoger pedido
1357,Norte,2025-07-02 06:36:00,Entrega,VAN-235,Recoger pedido
1358,Sur,2025-07-02 06:37:00,Cargar vehículo,VAN-582,Recoger pedido
1359,Norte,2025-07-02 06:38:00,Ruta principal,VAN-489,Cargar vehículo
1360,Oeste,2025-07-02 06:39:00,Cargar vehículo,VAN-776,Ruta principal
1361,Sur,2025-07-02 06:40:00,Confirmación,VAN-457,Ruta principal
1362,Norte,2025-07-02 06:41:00,Cargar vehículo,VAN-544,Cargar vehículo
1363,Centro,2025-07-02 06:42:00,Recoger pedido,VAN-640,Confirmación
1364,Oeste,2025-07-02 06:43:00,Cargar vehículo,VAN-680,Confirmación
1365,Oeste,2025-07-02 06:44:00,Ruta principal,VAN-405,Ruta principal
1366,Sur,2025-07-02 06:45:00,Cargar vehículo,VAN-634,Ruta principal
1367,Oeste,2025-07-02 06:46:00,Entrega,VAN-611,Entrega
1368,Sur,2025-07-02 06:47:00,Cargar vehículo,VAN-919,Ruta principal
1369,Este,2025-07-02 06:48:00,Confirmación,VAN-245,Cargar vehículo
1370,Este,2025-07-02 06:49:00,Cargar vehículo,VAN-754,Cargar vehículo
1371,Oeste,2025-07-02 06:50:00,Confirmación,VAN-757,Confirmación
1372,Norte,2025-07-02 06:51:00,Cargar vehículo,VAN-315,Confirmación
1373,Oeste,2025-07-02 06:52:00,Recoger pedido,VAN-629,Entrega
1374,Norte,2025-07-02 06:53:00,Entrega,VAN-176,Recoger pedido
1375,Este,2025-07-02 06:54:00,Confirmación,VAN-713,Entrega
1376,Este,2025-07-02 06:55:00,Confirmación,VAN-692,Ruta principal
1377,Norte,2025-07-02 06:56:00,Cargar vehículo,VAN-540,Entrega
1378,Sur,2025-07-02 06:57:00,Recoger pedido,VAN-242,Ruta principal
1379,Norte,2025-07-02 06:58:00,Ruta principal,VAN-412,Ruta principal
1380,Norte,2025-07-02 06:59:00,Cargar vehículo,VAN-275,Entrega
1381,Este,2025-07-02 07:00:00,Cargar vehículo,VAN-370,Recoger pedido
1382,Norte,2025-07-02 07:01:00,Cargar vehículo,VAN-197,Ruta principal
1383,Norte,2025-07-02 07:02:00,Cargar vehículo,VAN-346,Ruta principal
1384,Norte,2025-07-02 07:03:00,Cargar vehículo,VAN-620,Recoger pedido
1385,Norte,2025-07-02 07:04:00,Confirmación,VAN-293,Ruta principal
1386,Centro,2025-07-02 07:05:00,Entrega,VAN-764,Recoger pedido
1387,Oeste,2025-07-02 07:06:00,Confirmación,VAN-175,Recoger pedido
1388,Sur,2025-07-02 07:07:00,Ruta principal,VAN-482,Cargar vehículo
1389,Este,2025-07-02 07:08:00,Cargar vehículo,VAN-221,Confirmación
1390,Sur,2025-07-02 07:09:00,Confirmación,VAN-771,Entrega
1391,Este,2025-07-02 07:10:00,Entrega,VAN-930,Ruta principal
1392,Centro,2025-07-02 07:11:00,Ruta principal,VAN-329,Entrega
1393,Este,2025-07-02 07:12:00,Ruta principal,VAN-888,Entrega
1394,Este,2025-07-02 07:13:00,Cargar vehículo,VAN-997,Recoger pedido
1395,Oeste,2025-07-02 07:14:00,Confirmación,VAN-120,Recoger pedido
1396,Centro,2025-07-02 07:15:00,Entrega,VAN-792,Recoger pedido
1397,Centro,2025-07-02 07:16:00,Confirmación,VAN-434,Entrega
1398,Oeste,2025-07-02 07:17:00,Entrega,VAN-491,Recoger pedido
